Close,6585.1,6442.8,6462.4,6691.2,6635.2,6597.3,6622.4,6601.9,6527.5,6503.2,6590.4,6639.9,6595.2,6609.4,6673.2,6663.0,6630.074,6251.9,6291.9,6326.5
Volume,17766.506,20238.002,13811.668,18368.033,27892.967,17305.627,8494.153,10358.012,12037.348,14574.474,11471.882,12447.964,5805.93,5815.8477,12698.954,8062.047,13830.606,41613.89,10404.901,5818.1514
Open,6754.2,6735.6,6613.3,6524.3,6586.7,6590.0537,6567.3,6550.0,6554.0967,6528.1,6531.5,6500.1,6490.1772,6346.571,6330.1,6368.4,6406.2,6427.0,6389.2,6491.8
High,6794.0,6779.9,6639.5,6611.0,6660.8,6627.9,6591.6,6626.3,6568.7,6597.4,6560.0,6513.884,6512.0,6383.6,6419.8,6443.9,6456.1,6432.4,6529.4,6500.6
Low,6674.3,6566.7,6518.2,6511.0,6581.2,6535.1,6525.3,6536.0,6462.9,6511.0,6476.9,6451.0,6320.8,6302.0,6242.1,6352.9023,6389.9,6323.0,6357.9,6435.3
Close,6736.0,6613.2,6525.1,6581.5,6590.9,6567.3,6550.0,6554.1,6528.0,6531.477,6500.2,6490.1,6346.5,6330.1,6368.387,6406.1,6427.0,6389.1,6491.7,6470.2
Volume,8881.723,12537.277,11238.917,4647.712,4419.7793,6072.6636,8864.253,8522.941,8712.498,7424.5767,6970.884,6843.479,19574.11,10740.016,9959.017,9158.808,8076.8257,11439.563,8995.178,4814.6636
Open,4241.3574,4172.946,3903.0,3982.2,3771.4,3531.0,3460.1,3506.0,3642.1,3523.2,3435.2,3535.7,3354.3,3281.7,3282.3,3300.1,3623.9,3780.7,3810.0,4214.5
High,4369.8,4189.8,4135.9,4000.771,3922.7,3630.0,3800.1,3789.0,3709.7,3551.5,3617.4,3547.1,3395.2,3324.2,3383.0,3744.8,3799.9,4043.0,4299.0,4300.0
Low,4113.0,3830.1,3785.5,3750.0,3503.0,3277.6,3316.1,3465.4,3475.8,3381.8,3415.0,3317.0,3224.0,3215.2,3276.2,3280.0,3546.9,3756.0,3780.1,3902.0
Close,4173.0,3901.2,3981.9,3772.9,3531.0,3460.0,3506.0,3642.3,3523.0,3435.2815,3535.6,3354.3,3281.7,3283.4,3301.5,3625.0,3780.8,3810.0,4214.5,3976.0
Volume,24479.404,36855.836,33692.11,28429.762,58288.297,74094.336,39086.816,25081.113,22610.48,24048.15,20930.781,22248.787,28559.127,17889.938,19106.502,35727.824,29430.998,55272.477,65871.47,43526.824
Open,4140.7,3909.6,3930.0,3714.1,4036.8,3893.9,3978.5,3832.6287,3963.0,4049.0,3923.2,3954.9,3911.8,4169.2,4113.9,4100.0,4083.3,3712.8,3715.4,3702.0
High,4155.0,3990.0,3968.8,4095.0,4099.7,4003.8,3986.9,3987.0,4083.4707,4056.6443,3986.0,4014.9,4218.0,4197.0,4215.8,4168.9,4143.3,3777.8,3734.0,3729.0
Low,3812.1,3812.1,3686.0,3696.3,3859.3,3838.9,3771.0,3788.1,3917.9,3875.1,3850.1,3901.0,3887.5,4044.9,4056.0,4010.0,3687.2,3666.6,3666.6,3570.0
Close,3909.7,3930.0,3712.0,4036.7,3894.0,3977.3,3830.5,3963.1,4048.8,3924.3,3954.9,3911.9,4168.4,4113.9,4100.0,4083.3,3712.8,3714.8,3702.0,3591.0
Volume,33727.406,19130.775,23614.324,26917.867,18707.064,17733.65,15793.289,13848.347,19437.729,10520.204,13228.66,14873.962,25179.732,11253.197,18726.53,20629.098,35020.07,13129.896,9295.714,12589.809
Open,3675.4,3722.5,3675.7,3762.9,3586.1,3579.4,3639.1,3621.3,3652.8,3628.9,3631.2,3597.1,3501.1,3478.0,3529.7,3503.8,3534.9,3564.3,3501.7388,3490.4688
High,3725.0,3723.9,3882.0,3796.9,3620.1,3682.1414,3677.0,3671.4,3663.5,3750.0,3645.7,3597.9,3517.5,3550.0,3574.8098,3559.0,3581.0,3566.8,3522.7,3517.5
Low,3606.2,3652.3884,3673.9,3543.0,3548.3,3462.0,3591.2,3589.452,3580.0,3622.9,3541.0,3445.3,3422.0,3451.2,3482.0,3460.0,3498.7598,3470.1,3475.3,3475.1
Close,3722.5,3675.7,3762.3,3586.1,3579.4,3639.1,3622.3,3652.705,3628.9,3631.2,3597.1,3501.886,3477.9,3529.6,3503.8,3534.7705,3564.2,3501.7388,3490.4688,3513.0
Volume,10869.946,5656.109,13391.468,20626.512,10813.621,18083.7,7971.4795,7867.69,7377.578,13005.571,11448.51,17023.738,10466.258,12580.21,8572.286,10041.099,10889.807,7874.5483,5213.2163,4590.399
